,quoted_status,quoted_status_id,quoted_status_id_str,text,user,conv_timestamp,sent_compound,sent_positive,sent_neutral,sent_negative
580,,,,"""This is being treated as a major incident involving attempted murder by administration of a nerve agent,"" said Bri… https://t.co/8nQVbAgnMb","{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 09:30:09 +0000 2018,-0.6908,0.0,0.783,0.217
581,,,,"The cells that eat, regurgitate and then re-eat your tattoos https://t.co/PUQV5Nd1IV","{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 09:14:08 +0000 2018,0.0,0.0,1.0,0.0
582,,,,"President Trump asked key witnesses in the Russia inquiry about matters they discussed with the special counsel, ig… https://t.co/3Q0HLS2ni3","{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 09:02:02 +0000 2018,0.4215,0.183,0.817,0.0
583,,,,The excavation of Rome’s newest subway line has been the gift that keeps on giving for archaeologists https://t.co/pFdiUHTYKC,"{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 08:47:01 +0000 2018,0.6486,0.249,0.751,0.0
584,,,,"The U.S. will allow hunters to import big-game trophies, including elephant tusks and lion hides, acquired in certa… https://t.co/4NaALCmuNw","{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 08:32:07 +0000 2018,0.0516,0.092,0.825,0.083
585,,,,RT @nytimesworld: “Will she also call on the crown prince to halt the shocking abuse of human rights in Saudi Arabia?” -- Jeremy Corbyn on…,"{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 08:17:06 +0000 2018,-0.7845,0.0,0.769,0.231
586,,,,Millions of women and children work as sex slaves in India. Meet the woman who has put her life at risk to rescue 2… https://t.co/FIEVspBiww,"{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 08:02:07 +0000 2018,0.296,0.116,0.81,0.074
587,,,,"Listen, There’s a Smorgasbord of Great Carpets Out There https://t.co/Y9N95RI94Q","{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 07:58:15 +0000 2018,0.6249,0.339,0.661,0.0
588,,,,"RT @nytopinion: Trump could hammer out a bipartisan deal for universal background checks, writes @NickKristof, but he's too afraid of the N…","{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 07:32:05 +0000 2018,0.0,0.0,1.0,0.0
589,,,,"Serve it straight out of the oven, when it's at its puffiest https://t.co/XWvCigl1HA","{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 07:01:35 +0000 2018,0.2263,0.137,0.863,0.0
590,,,,Contributing Op-Ed Writer: Why Europe Is Giving Up on Trump’s America https://t.co/2umlXtmadJ,"{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 06:45:12 +0000 2018,0.34,0.179,0.821,0.0
591,,,,RT @nytimesworld: “We had hoped that you — as someone we and many others have celebrated for your commitment to human dignity and universal…,"{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 06:43:05 +0000 2018,0.891,0.379,0.621,0.0
592,,,,"“I get a lot of ‘I feel sorry for your baby.’ Or, ‘Don’t you need to be at home with your baby?’ Or, ‘A mother not… https://t.co/ra1r4o25Ac","{'id': 807095, 'id_str': '807095', 'name': 'The New York Times', 'screen_name': 'nytimes', 'location': 'New York City', 'description': 'Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more. Visit https://t.co/UVJRxNXe00 to share news tips.', 'url': 'http://t.co/ahvuWqicF9', 'entities': {'url': {'urls': [{'url': 'http://t.co/ahvuWqicF9', 'expanded_url': 'http://www.nytimes.com/', 'display_url': 'nytimes.com', 'indices': [0, 22]}]}, 'description': {'urls': [{'url': 'https://t.co/UVJRxNXe00', 'expanded_url': 'http://nyti.ms/2io2WFI', 'display_url': 'nyti.ms/2io2WFI', 'indices': [113, 136]}]}}, 'protected': False, 'followers_count': 41342251, 'friends_count': 880, 'listed_count': 194754, 'created_at': 'Fri Mar 02 20:41:42 +0000 2007', 'favourites_count': 16420, 'utc_offset': -18000, 'time_zone': 'Eastern Time (US & Canada)', 'geo_enabled': False, 'verified': True, 'statuses_count': 312264, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': '131516', 'profile_background_image_url': 'http://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_image_url_https': 'https://pbs.twimg.com/profile_background_images/736339684/948f072cc2da4e3a5e9f2ebfb3b1a0e7.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/942784892882112513/qV4xB0I3_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/807095/1513258368', 'profile_link_color': '607696', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}",Thu Mar 08 06:25:08 +0000 2018,-0.0772,0.0,0.951,0.049
